video_id,Deutschland,USA,Kanada,Großbritannien,total
JSoLPm6a2yo,0.0,2.0,1.0,0.0,3.0
yawznhmT8x8,0.0,4.0,0.0,0.0,4.0
E_ViwNxUldw,0.0,14.0,1.0,0.0,15.0
bqFjyo7I8fY,0.0,13.0,0.0,0.0,13.0
0FBYDz1_EPs,0.0,1.0,0.0,0.0,1.0
ChqXsD5L8Ac,0.0,4.0,0.0,0.0,4.0
dJgoTcyrFZ4,0.0,12.0,0.0,0.0,12.0
oOZ_Q6qzXuw,0.0,11.0,2.0,0.0,13.0
SJNdBNxNGno,0.0,7.0,0.0,0.0,7.0
2B1sY4NecnI,0.0,7.0,0.0,0.0,7.0
38dYSj3F-Lo,0.0,1.0,0.0,0.0,1.0
1DQ9UTz5j8o,0.0,10.0,0.0,0.0,10.0
JQkjAhmvITI,0.0,7.0,0.0,0.0,7.0
fHZe0PJf8HA,0.0,7.0,0.0,0.0,7.0
_6lGaYh71g4,0.0,11.0,0.0,13.0,24.0
qDDNcyOhqCI,0.0,6.0,0.0,0.0,6.0
_s1M-rkDO8Q,0.0,7.0,0.0,0.0,7.0
sQ0HnQq9IvE,0.0,1.0,0.0,0.0,1.0
uu99R0zAUEw,0.0,5.0,0.0,0.0,5.0
iDN7xlv3xxM,0.0,8.0,0.0,0.0,8.0
dAfqL3Hts_U,0.0,6.0,0.0,0.0,6.0
ARuS950sgXM,0.0,2.0,0.0,0.0,2.0
OgcqNuWfFFA,0.0,7.0,0.0,0.0,7.0
PCRgGZXDGCY,0.0,5.0,0.0,0.0,5.0
AMiXme4bMUk,0.0,5.0,0.0,0.0,5.0
3LJh6TReA5w,0.0,5.0,0.0,0.0,5.0
T2LAd43JoP4,0.0,4.0,1.0,0.0,5.0
xLvkFer6aOY,0.0,4.0,0.0,0.0,4.0
HoSWvxeBiWc,0.0,2.0,0.0,0.0,2.0
jr8L_hJcCM4,0.0,1.0,0.0,0.0,1.0
UaAHl_m_ybk,0.0,7.0,0.0,18.0,25.0
xyXscDJSHD0,0.0,1.0,0.0,5.0,6.0
QNNcl2mEHzQ,0.0,6.0,1.0,13.0,20.0
o21-6NnDmzY,0.0,7.0,0.0,0.0,7.0
08OhPK2BVIU,0.0,13.0,2.0,0.0,15.0
dvJWgErHi7A,0.0,7.0,0.0,0.0,7.0
vsA_L1t4vXY,0.0,13.0,0.0,0.0,13.0
DuRobNfQK5c,0.0,9.0,0.0,0.0,9.0
JyUKqUTp9rc,0.0,13.0,1.0,0.0,14.0
Ox-DSihhpBM,0.0,1.0,1.0,5.0,7.0
T9KTTP7jrBo,0.0,7.0,0.0,0.0,7.0
ee24QB3o16o,0.0,7.0,0.0,0.0,7.0
G2JLc63P7pw,0.0,7.0,0.0,0.0,7.0
o3_jM-Ccb9g,0.0,8.0,0.0,8.0,16.0
F7jcFXTnBiQ,0.0,11.0,0.0,0.0,11.0
-5aaJJQFvOg,0.0,11.0,0.0,34.0,45.0
IOLzpBzUXZs,0.0,11.0,0.0,0.0,11.0
dg2ROPhbHg4,0.0,7.0,0.0,0.0,7.0
qVWzDX5NrhQ,0.0,11.0,0.0,0.0,11.0
g2MyotPRcXE,0.0,3.0,0.0,0.0,3.0
uwQX7nz0aUs,0.0,10.0,0.0,0.0,10.0
zuMkDVbThVw,0.0,6.0,0.0,0.0,6.0
phXTecbj6NI,0.0,10.0,0.0,0.0,10.0
If-n27SUAl8,0.0,6.0,0.0,0.0,6.0
H_ZaS6agxPs,0.0,5.0,0.0,0.0,5.0
CW70dL5430c,0.0,5.0,0.0,0.0,5.0
OKXLBEvGgTA,0.0,7.0,0.0,0.0,7.0
RmH15TCBvDk,0.0,3.0,0.0,0.0,3.0
sScTRKljFUs,0.0,5.0,0.0,0.0,5.0
k8IEepWOoAQ,0.0,3.0,0.0,0.0,3.0
ikZQLvKZYMA,0.0,5.0,0.0,0.0,5.0
jMpXhLeiPsE,0.0,3.0,0.0,0.0,3.0
Nl0iGMkxwcc,0.0,5.0,0.0,0.0,5.0
hIcR65h2GDs,0.0,2.0,0.0,0.0,2.0
JpvC3j9Qxus,0.0,6.0,4.0,11.0,21.0
d3PMBPw74cc,0.0,6.0,0.0,0.0,6.0
9yDNAc8YS9c,0.0,13.0,3.0,20.0,36.0
scI7dYdlzuY,0.0,3.0,0.0,0.0,3.0
Ob48twC1yf8,0.0,5.0,0.0,2.0,7.0
Kz7R1i2zFpk,0.0,6.0,0.0,0.0,6.0
-nbm90xAhWY,0.0,6.0,1.0,0.0,7.0
keD0IJP4Dtw,0.0,6.0,0.0,0.0,6.0
KwBpwe-LqTc,0.0,4.0,0.0,0.0,4.0
AP14dJZzKkA,0.0,6.0,4.0,0.0,10.0
GEsK9GudV2M,0.0,12.0,0.0,30.0,42.0
e6XeP9gQPmg,0.0,10.0,2.0,0.0,12.0
kIHhVkkHV2k,0.0,11.0,0.0,11.0,22.0
2wbc8x-RHiY,0.0,11.0,0.0,0.0,11.0
RWzZeA2GMsk,0.0,6.0,0.0,0.0,6.0
2Yz_kqxegrs,0.0,1.0,0.0,0.0,1.0
133w0dT64A0,0.0,4.0,0.0,0.0,4.0
kA66nAvEEII,0.0,1.0,1.0,0.0,2.0
YBgabneSziQ,0.0,10.0,0.0,0.0,10.0
foImxGyOuQE,0.0,6.0,0.0,0.0,6.0
HbKnEQdCjGg,0.0,12.0,0.0,0.0,12.0
e-XM8pek6Kg,0.0,6.0,0.0,0.0,6.0
NuZJQ-YS7_w,0.0,8.0,0.0,0.0,8.0
3BHcVPSD4p0,0.0,7.0,0.0,0.0,7.0
17x4Auq4Tw4,0.0,8.0,0.0,0.0,8.0
Su9Mns6fWV8,0.0,6.0,0.0,0.0,6.0
-HoAafTYR9w,0.0,5.0,0.0,0.0,5.0
-knTMViJqMU,0.0,4.0,0.0,0.0,4.0
4iyOED0DPZw,0.0,2.0,0.0,0.0,2.0
Q6vfaPuftmE,0.0,4.0,0.0,0.0,4.0
qqOR3qXyTY0,0.0,3.0,0.0,0.0,3.0
FApBWHvUzMs,0.0,13.0,1.0,0.0,14.0
YFHHGETsxkE,0.0,13.0,2.0,33.0,48.0
H8bmr4oR19c,0.0,12.0,0.0,0.0,12.0
9YlnHbN28jo,0.0,13.0,0.0,0.0,13.0
OvHskUT3XTI,0.0,10.0,0.0,0.0,10.0
LbW-bMToXqo,0.0,5.0,0.0,0.0,5.0
RNA516fNpuw,0.0,1.0,0.0,0.0,1.0
swlpgKzTm2Y,0.0,9.0,0.0,0.0,9.0
oCAbvclXL6I,0.0,12.0,0.0,0.0,12.0
aDl6SGTkomk,0.0,5.0,0.0,0.0,5.0
l_eR85kmWbY,0.0,9.0,0.0,0.0,9.0
gmp6AGFPhzY,0.0,11.0,3.0,0.0,14.0
7J4nN0Te9m8,0.0,11.0,0.0,0.0,11.0
9-2FS7XpTh4,0.0,4.0,0.0,0.0,4.0
WCKG9J1d5iE,0.0,8.0,0.0,0.0,8.0
eqVHah0f-1c,0.0,5.0,0.0,18.0,23.0
DFZmEaNqdNc,0.0,5.0,0.0,0.0,5.0
AjMBDpRXsYA,0.0,7.0,0.0,0.0,7.0
NXpYoiCOuLE,0.0,5.0,0.0,0.0,5.0
MYdqaxZndzE,0.0,4.0,0.0,0.0,4.0
g_WBVi-bu9Q,0.0,4.0,0.0,0.0,4.0
QRq0pkr2TWM,0.0,2.0,0.0,0.0,2.0
5_-NKRVn7IQ,0.0,13.0,5.0,0.0,18.0
tUbky9YzPZY,0.0,13.0,4.0,0.0,17.0
XcqS9okipTU,0.0,11.0,1.0,0.0,12.0
GrnswGtm_Sw,0.0,9.0,0.0,0.0,9.0
zsoh0Y_VXdY,0.0,13.0,0.0,0.0,13.0
fwLxwMKMjEQ,0.0,9.0,0.0,0.0,9.0
bJWDajO2SZE,0.0,12.0,0.0,0.0,12.0
GqF5lyEUfMk,0.0,12.0,0.0,0.0,12.0
YQ1cEC6FZRg,0.0,9.0,0.0,0.0,9.0
CJUgcgFNNWA,0.0,9.0,0.0,0.0,9.0
ms7t4CnjW1k,0.0,7.0,0.0,0.0,7.0
xfi2eRAokc8,0.0,1.0,0.0,0.0,1.0
Zfpf5dnYA4Q,0.0,7.0,0.0,0.0,7.0
fyjt5zpNAeg,0.0,6.0,0.0,0.0,6.0
07JQ4WZJIbg,0.0,1.0,0.0,0.0,1.0
H0g4JxKp4fc,0.0,16.0,4.0,0.0,20.0
BlHVpQfxJt4,0.0,6.0,2.0,0.0,8.0
EEzj0HMz5Bc,0.0,7.0,2.0,0.0,9.0
hV-yHbbrKRA,0.0,14.0,2.0,0.0,16.0
72Qahj0U0Lw,0.0,10.0,0.0,0.0,10.0
vQiiNGllGQo,0.0,14.0,0.0,0.0,14.0
MNzBFgwkU0A,0.0,12.0,0.0,0.0,12.0
OzKmR5BLdbQ,0.0,13.0,0.0,0.0,13.0
M2YwkAWg0_g,0.0,12.0,0.0,0.0,12.0
iD8K3pNhf-U,0.0,12.0,0.0,0.0,12.0
CwKp6Xhy3_4,0.0,16.0,0.0,0.0,16.0
aLiZSrsNfK4,0.0,3.0,0.0,0.0,3.0
Z-0bYA5iZDo,0.0,1.0,1.0,0.0,2.0
C3_spbo8eVc,0.0,12.0,0.0,0.0,12.0
dabnx8VSdkE,0.0,7.0,0.0,0.0,7.0
qcP7sS1qZ2M,0.0,10.0,0.0,0.0,10.0
uZUOzSMDBjg,0.0,12.0,0.0,0.0,12.0
Vm4Xn5vjqRA,0.0,3.0,0.0,36.0,39.0
5YMtjjAzxWA,0.0,2.0,0.0,0.0,2.0
AIrxDop0GCQ,0.0,4.0,0.0,0.0,4.0
Srl96IoeWJs,0.0,3.0,0.0,0.0,3.0
r-i6XpcL1Fs,0.0,11.0,0.0,0.0,11.0
w8VHZAeItno,0.0,3.0,0.0,0.0,3.0
oJ6t7AImTdE,0.0,3.0,0.0,0.0,3.0
mdaElUyT1Zo,0.0,3.0,0.0,0.0,3.0
N54fzGwMybk,0.0,3.0,0.0,0.0,3.0
I8Umj580ls0,0.0,1.0,0.0,0.0,1.0
xvmTr6S00Aw,0.0,11.0,2.0,35.0,48.0
MpaHR-V_R-o,0.0,15.0,0.0,0.0,15.0
hmkSBiZ6XoQ,0.0,12.0,2.0,0.0,14.0
Nr42pNrK5iU,0.0,2.0,1.0,0.0,3.0
EOwWjoldNNc,0.0,2.0,0.0,0.0,2.0
zDbq7y20wpw,0.0,3.0,1.0,0.0,4.0
9dmij6g-iZc,0.0,6.0,1.0,0.0,7.0
1eKa8ju_b2A,0.0,2.0,0.0,0.0,2.0
jTap34G5TFU,0.0,9.0,0.0,0.0,9.0
73_OWzBr8Fo,0.0,15.0,0.0,22.0,37.0
i04pYZGDHIc,0.0,15.0,0.0,0.0,15.0
gs-iqvX6pOA,0.0,15.0,4.0,0.0,19.0
pH7VfJDq7f4,0.0,15.0,0.0,0.0,15.0
D3BJ5bt5VbA,0.0,9.0,0.0,0.0,9.0
Hq4jk71B1Hk,0.0,9.0,0.0,0.0,9.0
yZC5DH7VScY,0.0,2.0,0.0,0.0,2.0
U9w-yE3SvkY,0.0,11.0,3.0,0.0,14.0
sV7QeEJ9daI,0.0,8.0,0.0,0.0,8.0
2afSbqlp5HU,0.0,12.0,0.0,4.0,16.0
4NOIj0Munk0,0.0,1.0,0.0,0.0,1.0
00RpZZThSAs,0.0,11.0,0.0,0.0,11.0
eBnXbImHX-g,0.0,8.0,0.0,0.0,8.0
Nb_t6X541yo,0.0,11.0,0.0,0.0,11.0
pRnCk5QeXdw,0.0,7.0,0.0,0.0,7.0
-AY-HC4sUGU,0.0,2.0,0.0,0.0,2.0
Vnn1FhYULrA,0.0,7.0,0.0,0.0,7.0
rQQjjYyZpa4,0.0,5.0,1.0,0.0,6.0
glHNu91zUdA,0.0,7.0,0.0,0.0,7.0
2nSXgn68gPQ,0.0,5.0,0.0,0.0,5.0
OTLw9G1WpC4,0.0,2.0,0.0,0.0,2.0
iOVg62_DUYU,0.0,8.0,0.0,0.0,8.0
KrB-ASnFMVQ,0.0,6.0,0.0,0.0,6.0
X8XHLakfV5U,0.0,2.0,0.0,0.0,2.0
5tPugvYE6wM,0.0,14.0,0.0,0.0,14.0
kOsl3cmK3zg,0.0,14.0,1.0,0.0,15.0
n9JVbbRBqfY,0.0,14.0,3.0,0.0,17.0
ZzO8VAOJs4U,0.0,2.0,0.0,0.0,2.0
3tjHS7JRB4c,0.0,14.0,3.0,0.0,17.0
Rzuts_VwAL4,0.0,1.0,0.0,0.0,1.0
HF27coLl2-w,0.0,8.0,0.0,0.0,8.0
7bDvhiHoH-c,0.0,7.0,2.0,0.0,9.0
r8vFZ0HAaz0,0.0,1.0,0.0,0.0,1.0
OG6qjAivguw,0.0,14.0,0.0,2.0,16.0
fKuxh0E9mSI,0.0,14.0,0.0,0.0,14.0
B1r4Z3nXPVA,0.0,8.0,0.0,0.0,8.0
MHEYapANYk4,0.0,2.0,0.0,0.0,2.0
hB07EJhMBRs,0.0,14.0,2.0,0.0,16.0
b3ofgTrsXPI,0.0,4.0,0.0,0.0,4.0
4vl8-5udtII,0.0,14.0,0.0,0.0,14.0
AFC5RaH4xMg,0.0,1.0,0.0,0.0,1.0
hsYCNQ9DA-w,0.0,1.0,0.0,0.0,1.0
Vn-l53PbEIQ,0.0,2.0,0.0,0.0,2.0
_xwX82Y0Oro,0.0,7.0,0.0,0.0,7.0
vc0fb3xhFHY,0.0,1.0,0.0,0.0,1.0
4ihuh6AKyY8,0.0,6.0,0.0,0.0,6.0
B8R148hFxPw,0.0,10.0,0.0,0.0,10.0
VRHhT9f6e0k,0.0,1.0,0.0,0.0,1.0
IhhemrLxeeM,0.0,2.0,0.0,0.0,2.0
0mAS2Gxs08w,0.0,1.0,2.0,0.0,3.0
6xnTeGwRCGY,0.0,6.0,0.0,0.0,6.0
hwx2n-Rf0f8,0.0,4.0,0.0,0.0,4.0
WIp-QvvbsEw,0.0,5.0,0.0,0.0,5.0
sLFaa6RPJIU,0.0,1.0,0.0,0.0,1.0
6hIFDfP9rNc,0.0,8.0,0.0,0.0,8.0
8RsDxpyUa_U,0.0,9.0,0.0,0.0,9.0
-QR-TB_k20M,0.0,1.0,0.0,0.0,1.0
EP06RO4INws,0.0,6.0,0.0,0.0,6.0
LNxWTS25Tbk,0.0,1.0,0.0,0.0,1.0
OK2y4Z5IkZ0,0.0,2.0,2.0,0.0,4.0
mMtjGYdJOps,0.0,14.0,3.0,0.0,17.0
2ATuTL5i0_c,0.0,14.0,2.0,36.0,52.0
q8kLoRnzgLQ,0.0,14.0,0.0,0.0,14.0
6VJYkH1WfKc,0.0,1.0,1.0,0.0,2.0
gx3S73InQ04,0.0,1.0,0.0,27.0,28.0
lRlp6e2Bam8,0.0,10.0,0.0,0.0,10.0
TxY10VhmLR4,0.0,7.0,1.0,17.0,25.0
PcrVm1qEJyA,0.0,7.0,1.0,0.0,8.0
xwXP7vB4mlY,0.0,10.0,0.0,0.0,10.0
MgMLdq9DnNc,0.0,10.0,1.0,10.0,21.0
hPmBSTgBmes,0.0,3.0,0.0,0.0,3.0
v23_b_V6beI,0.0,9.0,0.0,0.0,9.0
uI5_G-Hiu8U,0.0,13.0,2.0,0.0,15.0
9bAiXJoNdy0,0.0,9.0,0.0,9.0,18.0
I-FHMnfORbo,0.0,10.0,0.0,0.0,10.0
BFqNP8VqoPs,0.0,8.0,0.0,0.0,8.0
pb7CBZ952zs,0.0,4.0,0.0,0.0,4.0
aHR5vpQicqw,0.0,4.0,0.0,0.0,4.0
V1oBoGdrVTs,0.0,2.0,0.0,0.0,2.0
HgknAaKNaMM,0.0,15.0,5.0,17.0,37.0
i_nLsG_asQg,0.0,14.0,3.0,0.0,17.0
UddlsDsoIWs,0.0,3.0,3.0,0.0,6.0
c7cYON3uVZo,0.0,14.0,4.0,0.0,18.0
cIkEjFiUqwU,0.0,9.0,1.0,0.0,10.0
jn9mHzXJIV0,0.0,6.0,1.0,0.0,7.0
3AV1GuBI-0Q,0.0,3.0,0.0,0.0,3.0
itE8Cd85-QM,0.0,1.0,0.0,7.0,8.0
D8mu5AgUsPs,0.0,13.0,2.0,5.0,20.0
cY-fuk44Lu8,0.0,3.0,0.0,0.0,3.0
lHzclTp0-ZY,0.0,2.0,0.0,0.0,2.0
GbrueARGMhE,0.0,12.0,1.0,0.0,13.0
BO_g-ncp5wE,0.0,2.0,0.0,0.0,2.0
0-yiRIWkhLo,0.0,1.0,0.0,0.0,1.0
SCPkXjwSWCY,0.0,11.0,0.0,7.0,18.0
ONZAeOIqsjA,0.0,4.0,2.0,0.0,6.0
zuVxgSvyffk,0.0,11.0,0.0,0.0,11.0
lXZiKYpRCa0,0.0,3.0,0.0,0.0,3.0
mZ2qbwvAVjs,0.0,11.0,0.0,0.0,11.0
_EMxJMU1dCo,0.0,11.0,2.0,0.0,13.0
2VggEmXPnGw,0.0,8.0,2.0,29.0,39.0
H7MRHuzCNvM,0.0,5.0,1.0,0.0,6.0
HCIqTAFRkko,0.0,5.0,0.0,0.0,5.0
C7mxTEskjQg,0.0,13.0,0.0,0.0,13.0
4Syrtc5aRBY,0.0,1.0,0.0,0.0,1.0
XP32nDUMYS8,0.0,11.0,0.0,35.0,46.0
zjgZuuE8OVc,0.0,12.0,0.0,0.0,12.0
nZI-zkjhtyg,0.0,12.0,0.0,0.0,12.0
vnuk6bbPXeY,0.0,11.0,0.0,0.0,11.0
JzA097DmNTI,0.0,11.0,0.0,0.0,11.0
kFSm6gany_Q,0.0,7.0,4.0,0.0,11.0
mniFYSyH7HE,0.0,8.0,1.0,0.0,9.0
yNfI81Am8YM,0.0,2.0,1.0,0.0,3.0
p2ZNmYnx7ds,0.0,10.0,1.0,0.0,11.0
MeXyRyxCjT4,0.0,1.0,0.0,0.0,1.0
i1TkiN309_4,0.0,3.0,1.0,0.0,4.0
lQkc0DcS7O4,0.0,5.0,0.0,0.0,5.0
MeNR0guNn70,0.0,12.0,0.0,0.0,12.0
aPREg9rJGSE,0.0,2.0,0.0,0.0,2.0
Hj3zmfipxqk,0.0,10.0,0.0,0.0,10.0
l0jGg-MUd-U,0.0,8.0,0.0,0.0,8.0
CvkOWb1U-LI,0.0,10.0,0.0,0.0,10.0
_CFJ1u-DIBc,0.0,7.0,0.0,0.0,7.0
Juad74hE6rs,0.0,5.0,0.0,0.0,5.0
n_S8d_1KVhU,0.0,5.0,0.0,0.0,5.0
Eouvsy8JdLU,0.0,5.0,0.0,0.0,5.0
s8UglxtkAIs,0.0,2.0,1.0,0.0,3.0
SVmuTIQBoio,0.0,14.0,0.0,0.0,14.0
XOxB-WE3R7U,0.0,9.0,1.0,0.0,10.0
tCnbAAgfxH8,0.0,1.0,0.0,0.0,1.0
nn8YGPZdCvA,0.0,11.0,2.0,0.0,13.0
O22GRZgcerA,0.0,2.0,0.0,0.0,2.0
DW7LqkHzSwE,0.0,3.0,0.0,0.0,3.0
hlb3gGNBHFE,0.0,14.0,1.0,0.0,15.0
d99_h30swtM,0.0,9.0,1.0,0.0,10.0
rU1lSmDbRZU,0.0,9.0,0.0,0.0,9.0
PW-WgdZctW0,0.0,6.0,1.0,0.0,7.0
6tAB3YwWkxY,0.0,13.0,0.0,0.0,13.0
eMV_WNJkflM,0.0,6.0,0.0,0.0,6.0
P7WRXaxu1u4,0.0,9.0,1.0,0.0,10.0
TBCD8PVL0Io,0.0,4.0,0.0,0.0,4.0
YHTnun3zpNk,0.0,9.0,0.0,0.0,9.0
wbxblKFtGCg,0.0,14.0,0.0,0.0,14.0
RHzylDQ4wKE,0.0,9.0,0.0,0.0,9.0
MZlakv7Gq3w,0.0,1.0,0.0,0.0,1.0
SwOZ0Dg_IQs,0.0,9.0,0.0,0.0,9.0
7FA21oJ3-hw,0.0,13.0,0.0,0.0,13.0
kFjq8PX6F7I,0.0,2.0,2.0,0.0,4.0
6-Bf9yUay50,0.0,12.0,0.0,0.0,12.0
NjCIH1fXT0I,0.0,11.0,0.0,0.0,11.0
7HIt7pA4WqY,0.0,11.0,0.0,24.0,35.0
lRkTgVynmbM,0.0,11.0,2.0,33.0,46.0
xGCnZ-9dPc0,0.0,9.0,0.0,0.0,9.0
fzmM0AB60QQ,0.0,14.0,3.0,26.0,43.0
Vvya3yofDY4,0.0,1.0,0.0,0.0,1.0
8O_MwlZ2dEg,0.0,13.0,0.0,30.0,43.0
XeLIvgsYdFI,0.0,9.0,0.0,9.0,18.0
MTf2X6EHyLQ,0.0,12.0,0.0,0.0,12.0
aq-phmpUJ_E,0.0,13.0,0.0,32.0,45.0
82zGhWVXXxg,0.0,13.0,0.0,0.0,13.0
4ShwEAGIu-I,0.0,1.0,1.0,0.0,2.0
rJfFxDQ-8ok,0.0,1.0,0.0,0.0,1.0
AvFNCNOyZeE,0.0,12.0,0.0,18.0,30.0
dm6ZSfE5muc,0.0,12.0,0.0,13.0,25.0
KijVBPwHhio,0.0,5.0,0.0,0.0,5.0
kNg_RFDYpTw,0.0,11.0,0.0,28.0,39.0
cZF20bAAFtM,0.0,5.0,0.0,0.0,5.0
WiQeLGqBfcs,0.0,3.0,0.0,0.0,3.0
FDbb28N7iI8,0.0,14.0,2.0,0.0,16.0
VeXoFFxxUyc,0.0,13.0,1.0,0.0,14.0
GhxqY5E_ASw,0.0,14.0,2.0,0.0,16.0
ahSKGi_21xg,0.0,7.0,4.0,2.0,13.0
e5D3O4yCmCg,0.0,13.0,0.0,0.0,13.0
RUApBid9vnE,0.0,13.0,2.0,0.0,15.0
DJMyDoYkioY,0.0,1.0,1.0,0.0,2.0
mF6vwuGWQZU,0.0,4.0,3.0,0.0,7.0
ESyJop31cmY,0.0,13.0,2.0,0.0,15.0
IYhwU5Q5mkA,0.0,7.0,0.0,0.0,7.0
FUPQ8Lz_kSk,0.0,5.0,0.0,0.0,5.0
uiZprtMUyCM,0.0,11.0,0.0,0.0,11.0
AWgfOND2y68,0.0,9.0,0.0,0.0,9.0
XUIwpXq_jBo,0.0,12.0,0.0,0.0,12.0
-s3j-ptJD10,0.0,12.0,2.0,0.0,14.0
ZqOtqz8bSDk,0.0,11.0,0.0,0.0,11.0
VsY00LXLa0k,0.0,2.0,0.0,0.0,2.0
WdOGSNQP9b4,0.0,12.0,0.0,0.0,12.0
HmBIn9De-Yc,0.0,9.0,0.0,9.0,18.0
EC5UCCnk59c,0.0,12.0,0.0,12.0,24.0
VQm_Y7wEzGQ,0.0,7.0,0.0,0.0,7.0
V1rt0t21vQw,0.0,8.0,2.0,0.0,10.0
r_UPEj0er_s,0.0,1.0,0.0,0.0,1.0
mMJVmCSuxxo,0.0,8.0,0.0,0.0,8.0
higZGd1fU4Q,0.0,3.0,2.0,0.0,5.0
vjnqABgxfO0,0.0,16.0,6.0,0.0,22.0
aGl-1nwahCA,0.0,8.0,4.0,0.0,12.0
ym4MWosKD6M,0.0,1.0,0.0,0.0,1.0
cDZfh5IjGv8,0.0,9.0,1.0,0.0,10.0
SphTGtDlhHw,0.0,14.0,0.0,30.0,44.0
nt00QzKuNVY,0.0,14.0,4.0,0.0,18.0
hbcH02YynOA,0.0,12.0,2.0,0.0,14.0
VVxQ9HC2aeY,0.0,6.0,2.0,0.0,8.0
D4pdh0eTsxw,0.0,14.0,1.0,0.0,15.0
2A4ZlxAk8dQ,0.0,3.0,0.0,0.0,3.0
oSZDe6CrfN4,0.0,14.0,0.0,29.0,43.0
NRs3YCJDBAs,0.0,13.0,1.0,0.0,14.0
KB4_WIPE7vo,0.0,3.0,2.0,0.0,5.0
8WbxbqwdWog,0.0,3.0,3.0,0.0,6.0
holkOJx-TOU,0.0,12.0,0.0,0.0,12.0
48GpQJX3kYY,0.0,10.0,0.0,0.0,10.0
GO_Jxa6dWyo,0.0,11.0,0.0,0.0,11.0
dt7fU9H8tz8,0.0,12.0,0.0,0.0,12.0
Pa3ao2TVn1A,0.0,9.0,2.0,0.0,11.0
vqX6fkty-WQ,0.0,9.0,0.0,0.0,9.0
xtR7m-Fl-F0,0.0,7.0,0.0,0.0,7.0
4nM94zdOh50,0.0,5.0,0.0,0.0,5.0
JKP-rOESfMs,0.0,10.0,2.0,0.0,12.0
ir0G79oHXMc,0.0,14.0,0.0,21.0,35.0
smjf3M6-1XE,0.0,7.0,3.0,0.0,10.0
_suPAag6_i8,0.0,14.0,1.0,0.0,15.0
rNCT91V5dQU,0.0,15.0,0.0,0.0,15.0
sHz6Wlc2MAI,0.0,5.0,0.0,0.0,5.0
3pCCjHDPq6U,0.0,11.0,1.0,0.0,12.0
kD06SQtfA5s,0.0,13.0,0.0,0.0,13.0
hahlygBa6yQ,0.0,12.0,0.0,0.0,12.0
v1j5ckZwKEQ,0.0,8.0,0.0,0.0,8.0
2TfXp8KDvKw,0.0,2.0,0.0,0.0,2.0
m7b8hitvfoE,0.0,12.0,0.0,15.0,27.0
NNeJR14kgTY,0.0,9.0,0.0,0.0,9.0
KozDGo0bsJA,0.0,10.0,0.0,0.0,10.0
ill2cgCyTUc,0.0,7.0,2.0,0.0,9.0
I-BGTp-I9aU,0.0,15.0,5.0,0.0,20.0
Ba4j_q02FM4,0.0,15.0,0.0,0.0,15.0
dH4ZXmeEJXs,0.0,7.0,2.0,0.0,9.0
oJToMo97UOU,0.0,10.0,0.0,0.0,10.0
jwlW1-vVBjQ,0.0,13.0,0.0,0.0,13.0
cXOZLskXCog,0.0,13.0,0.0,0.0,13.0
O8hm2Ml-pA8,0.0,13.0,1.0,30.0,44.0
_yiQHtBFYkg,0.0,9.0,0.0,9.0,18.0
biIRlcQqmOc,0.0,11.0,0.0,0.0,11.0
qIkuNJPtfw4,0.0,12.0,0.0,0.0,12.0
AHIrklVaooQ,0.0,1.0,0.0,0.0,1.0
NJcShzy0lMM,0.0,1.0,0.0,0.0,1.0
8uBP6UL-jEU,0.0,9.0,0.0,0.0,9.0
l7ib9Mmkt4Y,0.0,8.0,3.0,0.0,11.0
0KRpcUAtg00,0.0,14.0,4.0,0.0,18.0
ZPgh9uKSva8,0.0,4.0,2.0,0.0,6.0
pspGtXW0QYo,0.0,14.0,0.0,17.0,31.0
pqQrL1K0Z5g,0.0,9.0,2.0,0.0,11.0
RZfqUAZddmk,0.0,12.0,1.0,0.0,13.0
PKf29H2z81w,0.0,3.0,0.0,0.0,3.0
ywm84JNihIg,0.0,12.0,0.0,0.0,12.0
0H-JHIGRRNM,0.0,12.0,0.0,0.0,12.0
zUKVLp4RzJA,0.0,4.0,0.0,0.0,4.0
fp84YC6M-C0,0.0,10.0,0.0,0.0,10.0
f5Y3cf3MFIw,0.0,7.0,0.0,0.0,7.0
4GZBn4_SfQQ,0.0,11.0,0.0,0.0,11.0
PXAZ3KphJz4,0.0,10.0,0.0,0.0,10.0
PaumoJFmHlY,0.0,12.0,0.0,0.0,12.0
W8mkksk1Ouc,0.0,8.0,1.0,0.0,9.0
agUg8Fyv-1A,0.0,8.0,0.0,0.0,8.0
83paNSKdfNM,0.0,7.0,2.0,0.0,9.0
CIsfY7S_Uw0,0.0,3.0,0.0,0.0,3.0
Thvm6dADOms,0.0,13.0,3.0,0.0,16.0
qInSq2g4nmk,0.0,10.0,0.0,0.0,10.0
y8lFgF_IjPw,0.0,8.0,5.0,0.0,13.0
s3ChukSDGRU,0.0,14.0,1.0,0.0,15.0
WknsomB28mE,0.0,14.0,0.0,0.0,14.0
49wGna0UTB8,0.0,12.0,2.0,0.0,14.0
xf-dywd3zx0,0.0,13.0,0.0,0.0,13.0
UzeIb-TZo_I,0.0,13.0,0.0,0.0,13.0
_GZlUextcAA,0.0,3.0,1.0,0.0,4.0
k55Hm59emgw,0.0,1.0,0.0,0.0,1.0
Wh1L0rOaa88,0.0,13.0,2.0,0.0,15.0
_3rb5IKvkUw,0.0,4.0,0.0,0.0,4.0
